driver_name,driverId,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio
Jenson Button,18,1/19/1980,British,1980,19.0,11.0,10.0,10,10.0,0.0,56.0,56.0,4.0,5564769.0,01:35.7,208.481,1.0,Finished,2008,2.0,2.0,Malaysian Grand Prix,2008-03-23,0.0,13.0,0.0,Unitied Kingdom,Malaysia,99370.875,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,21.0,13.0,6.0,6,6.0,3.0,66.0,66.0,5.0,5952061.0,01:22.4,203.489,1.0,Finished,2008,4.0,4.0,Spanish Grand Prix,2008-04-27,3.0,12.0,0.0,Unitied Kingdom,Spain,90182.74242424243,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,24.0,20.0,11.0,11,11.0,0.0,70.0,58.0,19.0,5851767.0,01:19.4,197.847,1.0,Finished,2008,7.0,7.0,Canadian Grand Prix,2008-06-08,3.0,16.0,0.0,Unitied Kingdom,Canada,83599.81428571428,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,31.0,19.0,15.0,15,15.0,0.0,53.0,52.0,7.0,5280864.0,01:29.8,232.166,1.0,Finished,2008,14.0,14.0,Italian Grand Prix,2008-09-14,3.0,18.0,0.0,Unitied Kingdom,Italy,99638.94339622642,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,32.0,12.0,9.0,9,9.0,0.0,61.0,61.0,15.0,7056189.0,01:48.1,168.7,1.0,Finished,2008,15.0,15.0,Singapore Grand Prix,2008-09-28,3.0,18.0,0.0,Unitied Kingdom,Singapore,115675.22950819672,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,43.0,12.0,8.0,8,8.0,1.0,70.0,70.0,6.0,5513085.0,01:16.8,206.846,1.0,Finished,2007,8.0,8.0,French Grand Prix,2007-07-01,1.0,16.0,0.0,Unitied Kingdom,France,78758.35714285714,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,48.0,10.0,8.0,8,8.0,1.0,53.0,32.0,9.0,4779974.0,01:24.5,246.708,1.0,Finished,2007,13.0,14.0,Italian Grand Prix,2007-09-09,2.0,16.0,0.0,Unitied Kingdom,Italy,90376.8679245283,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,51.0,10.0,5.0,5,5.0,4.0,56.0,39.0,5.0,5947061.0,01:38.9,198.392,1.0,Finished,2007,16.0,17.0,Chinese Grand Prix,2007-10-07,6.0,15.0,0.0,Unitied Kingdom,China,106197.51785714286,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,53.0,3.0,4.0,4,4.0,5.0,57.0,39.0,5.0,5406197.0,01:32.7,210.109,1.0,Finished,2006,1.0,3.0,Bahrain Grand Prix,2006-03-12,5.0,4.0,0.0,Unitied Kingdom,Bahrain,94845.56140350878,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,54.0,2.0,3.0,3,3.0,6.0,56.0,35.0,4.0,5450160.0,01:35.6,208.723,1.0,Finished,2006,2.0,2.0,Malaysian Grand Prix,2006-03-19,11.0,3.0,0.0,Unitied Kingdom,Malaysia,97324.28571428571,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,56.0,2.0,7.0,7,7.0,2.0,62.0,29.0,6.0,5506121.0,01:25.3,209.174,1.0,Finished,2006,4.0,21.0,San Marino Grand Prix,2006-04-23,13.0,6.0,0.0,Unitied Kingdom,Italy,88808.40322580645,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,58.0,8.0,6.0,6,6.0,3.0,66.0,40.0,6.0,5240106.0,01:17.4,215.301,1.0,Finished,2006,6.0,4.0,Spanish Grand Prix,2006-05-14,16.0,6.0,0.0,Unitied Kingdom,Spain,79395.54545454546,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,64.0,4.0,4.0,4,4.0,5.0,67.0,14.0,7.0,5290493.0,01:16.8,214.356,1.0,Finished,2006,12.0,10.0,German Grand Prix,2006-07-30,21.0,7.0,0.0,Unitied Kingdom,Germany,78964.04477611941,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,65.0,14.0,1.0,1,1.0,10.0,70.0,57.0,4.0,6740941.0,01:25.1,185.236,1.0,Finished,2006,13.0,11.0,Hungarian Grand Prix,2006-08-06,31.0,6.0,1.0,Unitied Kingdom,Hungary,96299.15714285715,Jenson Button,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,66.0,6.0,4.0,4,4.0,5.0,58.0,58.0,4.0,5343416.0,01:28.5,217.202,1.0,Finished,2006,14.0,5.0,Turkish Grand Prix,2006-08-27,36.0,6.0,1.0,Unitied Kingdom,Turkey,92127.86206896552,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,67.0,5.0,5.0,5,5.0,4.0,53.0,51.0,7.0,4524660.0,01:23.5,249.704,1.0,Finished,2006,15.0,14.0,Italian Grand Prix,2006-09-10,40.0,6.0,1.0,Unitied Kingdom,Italy,85370.94339622642,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,68.0,4.0,4.0,4,4.0,5.0,56.0,51.0,5.0,5924803.0,01:39.2,197.806,1.0,Finished,2006,16.0,17.0,Chinese Grand Prix,2006-10-01,45.0,6.0,1.0,Unitied Kingdom,China,105800.05357142857,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,69.0,7.0,4.0,4,4.0,5.0,53.0,35.0,5.0,5066514.0,01:33.5,223.702,1.0,Finished,2006,17.0,22.0,Japanese Grand Prix,2006-10-08,50.0,6.0,1.0,Unitied Kingdom,Japan,95613.47169811321,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,70.0,14.0,3.0,3,3.0,6.0,71.0,71.0,4.0,5533145.0,01:13.1,212.344,1.0,Finished,2006,18.0,18.0,Brazilian Grand Prix,2006-10-22,56.0,6.0,1.0,Unitied Kingdom,Brazil,77931.61971830986,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,77.0,13.0,10.0,10,10.0,0.0,59.0,20.0,12.0,5602434.0,01:32.0,201.542,1.0,Finished,2005,7.0,20.0,European Grand Prix,2005-05-29,0.0,19.0,0.0,Unitied Kingdom,Europe,94956.50847457627,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,81.0,2.0,5.0,5,5.0,4.0,60.0,42.0,7.0,5109888.0,01:22.0,225.721,1.0,Finished,2005,11.0,9.0,British Grand Prix,2005-07-10,9.0,12.0,0.0,Unitied Kingdom,United Kingdom,85164.2,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,82.0,2.0,3.0,3,3.0,6.0,67.0,19.0,3.0,5213021.0,01:15.8,217.111,1.0,Finished,2005,12.0,10.0,German Grand Prix,2005-07-24,15.0,12.0,0.0,Unitied Kingdom,Germany,77806.28358208956,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,83.0,8.0,5.0,5,5.0,4.0,70.0,70.0,8.0,5904384.0,01:22.4,191.388,1.0,Finished,2005,13.0,11.0,Hungarian Grand Prix,2005-07-31,19.0,11.0,0.0,Unitied Kingdom,Hungary,84348.34285714285,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,84.0,13.0,5.0,5,5.0,4.0,58.0,58.0,5.0,5113758.0,01:25.8,223.998,1.0,Finished,2005,14.0,5.0,Turkish Grand Prix,2005-08-21,23.0,11.0,0.0,Unitied Kingdom,Turkey,88168.24137931035,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,85.0,3.0,8.0,8,8.0,1.0,53.0,16.0,9.0,4532294.0,01:23.2,250.776,1.0,Finished,2005,15.0,14.0,Italian Grand Prix,2005-09-04,24.0,10.0,0.0,Unitied Kingdom,Italy,85514.98113207547,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,86.0,8.0,3.0,3,3.0,6.0,44.0,44.0,5.0,5433295.0,01:53.3,221.61,1.0,Finished,2005,16.0,13.0,Belgian Grand Prix,2005-09-11,30.0,9.0,0.0,Unitied Kingdom,Belgium,123485.72727272728,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,88.0,2.0,5.0,5,5.0,4.0,53.0,19.0,4.0,5371719.0,01:32.8,225.383,1.0,Finished,2005,18.0,22.0,Japanese Grand Prix,2005-10-09,36.0,9.0,0.0,Unitied Kingdom,Japan,101353.18867924529,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,89.0,4.0,8.0,8,8.0,1.0,56.0,53.0,12.0,6034818.0,01:34.8,207.074,1.0,Finished,2005,19.0,17.0,Chinese Grand Prix,2005-10-16,37.0,9.0,0.0,Unitied Kingdom,China,107765.48214285714,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,90.0,4.0,6.0,6,6.0,3.0,58.0,24.0,7.0,5126355.0,01:26.0,222.032,1.0,Finished,2004,1.0,1.0,Australian Grand Prix,2004-03-07,3.0,6.0,0.0,Unitied Kingdom,Australia,88385.43103448275,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,91.0,6.0,3.0,3,3.0,6.0,56.0,28.0,3.0,5479058.0,01:35.0,210.123,1.0,Finished,2004,2.0,2.0,Malaysian Grand Prix,2004-03-21,9.0,4.0,0.0,Unitied Kingdom,Malaysia,97840.32142857143,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,92.0,6.0,3.0,3,3.0,6.0,57.0,24.0,5.0,5341562.0,01:31.0,214.393,1.0,Finished,2004,3.0,3.0,Bahrain Grand Prix,2004-04-04,15.0,3.0,0.0,Unitied Kingdom,Bahrain,93711.61403508772,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,93.0,1.0,2.0,2,2.0,8.0,62.0,28.0,2.0,5189372.0,01:21.2,218.701,1.0,Finished,2004,4.0,21.0,San Marino Grand Prix,2004-04-25,23.0,3.0,0.0,Unitied Kingdom,Italy,83699.54838709677,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,95.0,2.0,2.0,2,2.0,8.0,77.0,40.0,3.0,6347098.0,01:15.2,159.851,1.0,Finished,2004,6.0,6.0,Monaco Grand Prix,2004-05-23,32.0,3.0,0.0,Unitied Kingdom,Monaco,82429.84415584416,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,96.0,5.0,3.0,3,3.0,6.0,60.0,13.0,4.0,5577634.0,01:30.5,204.879,1.0,Finished,2004,7.0,20.0,European Grand Prix,2004-05-30,38.0,3.0,0.0,Unitied Kingdom,Europe,92960.56666666667,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,97.0,2.0,3.0,3,3.0,6.0,70.0,68.0,5.0,5325212.0,01:14.2,211.453,1.0,Finished,2004,8.0,7.0,Canadian Grand Prix,2004-06-13,44.0,3.0,0.0,Unitied Kingdom,Canada,76074.45714285714,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,99.0,4.0,5.0,5,5.0,4.0,70.0,50.0,5.0,5450615.0,01:16.0,209.021,1.0,Finished,2004,10.0,8.0,French Grand Prix,2004-07-04,48.0,3.0,0.0,Unitied Kingdom,France,77865.95714285714,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,100.0,3.0,4.0,4,4.0,5.0,60.0,10.0,3.0,5093383.0,01:19.5,232.835,1.0,Finished,2004,11.0,9.0,British Grand Prix,2004-07-11,53.0,3.0,0.0,Unitied Kingdom,United Kingdom,84889.71666666666,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,101.0,13.0,2.0,2,2.0,8.0,66.0,11.0,3.0,5043236.0,01:14.1,222.167,1.0,Finished,2004,12.0,10.0,German Grand Prix,2004-07-25,61.0,3.0,0.0,Unitied Kingdom,Germany,76412.66666666667,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,102.0,4.0,5.0,5,5.0,4.0,70.0,47.0,4.0,5793570.0,01:20.4,196.103,1.0,Finished,2004,13.0,11.0,Hungarian Grand Prix,2004-08-15,65.0,3.0,0.0,Unitied Kingdom,Hungary,82765.28571428571,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,104.0,6.0,3.0,3,3.0,6.0,53.0,13.0,6.0,4528645.0,01:22.7,252.262,1.0,Finished,2004,15.0,14.0,Italian Grand Prix,2004-09-12,71.0,3.0,0.0,Unitied Kingdom,Italy,85446.1320754717,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,105.0,3.0,2.0,2,2.0,8.0,56.0,33.0,4.0,5353455.0,01:32.9,211.154,1.0,Finished,2004,16.0,17.0,Chinese Grand Prix,2004-09-26,79.0,3.0,0.0,Unitied Kingdom,China,95597.41071428571,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,106.0,5.0,3.0,3,3.0,6.0,53.0,33.0,7.0,5086647.0,01:33.8,222.824,1.0,Finished,2004,17.0,22.0,Japanese Grand Prix,2004-10-10,85.0,3.0,0.0,Unitied Kingdom,Japan,95974.47169811321,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,337.0,8.0,7.0,7,7.0,6.0,49.0,45.0,9.0,6005676.0,02:00.0,189.017,1.0,Finished,2010,1.0,3.0,Bahrain Grand Prix,2010-03-14,6.0,7.0,0.0,Unitied Kingdom,Bahrain,122564.8163265306,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,338.0,4.0,1.0,1,1.0,25.0,58.0,52.0,6.0,5616531.0,01:29.3,213.804,1.0,Finished,2010,2.0,1.0,Australian Grand Prix,2010-03-28,31.0,3.0,1.0,Unitied Kingdom,Australia,96836.74137931035,Jenson Button,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,339.0,17.0,8.0,8,8.0,4.0,56.0,49.0,10.0,5666330.0,01:38.5,202.584,1.0,Finished,2010,3.0,2.0,Malaysian Grand Prix,2010-04-04,35.0,4.0,1.0,Unitied Kingdom,Malaysia,101184.46428571429,N/A,0.25
Jenson Button,18,1/19/1980,British,1980,340.0,5.0,1.0,1,1.0,25.0,56.0,14.0,4.0,6402163.0,01:42.9,190.731,1.0,Finished,2010,4.0,17.0,Chinese Grand Prix,2010-04-18,60.0,1.0,2.0,Unitied Kingdom,China,114324.33928571429,Jenson Button,2.0
Jenson Button,18,1/19/1980,British,1980,341.0,5.0,5.0,5,5.0,10.0,66.0,64.0,4.0,5807829.0,01:25.2,196.768,1.0,Finished,2010,5.0,4.0,Spanish Grand Prix,2010-05-09,70.0,1.0,2.0,Unitied Kingdom,Spain,87997.40909090909,N/A,2.0
Jenson Button,18,1/19/1980,British,1980,343.0,4.0,2.0,2,2.0,18.0,58.0,42.0,7.0,5330265.0,01:29.9,213.769,1.0,Finished,2010,7.0,5.0,Turkish Grand Prix,2010-05-30,88.0,2.0,2.0,Unitied Kingdom,Turkey,91901.12068965517,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,344.0,4.0,2.0,2,2.0,18.0,70.0,66.0,4.0,5635710.0,01:18.1,200.906,1.0,Finished,2010,8.0,7.0,Canadian Grand Prix,2010-06-13,106.0,2.0,2.0,Unitied Kingdom,Canada,80510.14285714286,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,345.0,7.0,3.0,3,3.0,15.0,57.0,54.0,1.0,6042229.0,01:38.8,197.521,1.0,Finished,2010,9.0,12.0,European Grand Prix,2010-06-27,121.0,2.0,2.0,Unitied Kingdom,Europe,106004.01754385965,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,346.0,14.0,4.0,4,4.0,12.0,52.0,52.0,9.0,5100186.0,01:33.0,228.031,1.0,Finished,2010,10.0,9.0,British Grand Prix,2010-07-11,133.0,2.0,2.0,Unitied Kingdom,United Kingdom,98080.5,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,347.0,5.0,5.0,5,5.0,10.0,67.0,65.0,4.0,5288346.0,01:16.5,215.385,1.0,Finished,2010,11.0,10.0,German Grand Prix,2010-07-25,143.0,2.0,2.0,Unitied Kingdom,Germany,78930.53731343284,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,350.0,2.0,2.0,2,2.0,18.0,53.0,46.0,8.0,4587510.0,01:24.6,246.516,1.0,Finished,2010,14.0,14.0,Italian Grand Prix,2010-09-12,165.0,4.0,2.0,Unitied Kingdom,Italy,86556.7924528302,N/A,0.5
Jenson Button,18,1/19/1980,British,1980,351.0,4.0,4.0,4,4.0,12.0,61.0,61.0,7.0,7103963.0,01:49.7,166.462,1.0,Finished,2010,15.0,15.0,Singapore Grand Prix,2010-09-26,177.0,5.0,2.0,Unitied Kingdom,Singapore,116458.40983606558,N/A,0.4
Jenson Button,18,1/19/1980,British,1980,352.0,5.0,4.0,4,4.0,12.0,53.0,53.0,2.0,5440845.0,01:33.5,223.515,1.0,Finished,2010,16.0,22.0,Japanese Grand Prix,2010-10-10,189.0,5.0,2.0,Unitied Kingdom,Japan,102657.45283018867,N/A,0.4
Jenson Button,18,1/19/1980,British,1980,353.0,7.0,12.0,12,12.0,0.0,55.0,42.0,11.0,10190749.0,01:52.2,180.171,1.0,Finished,2010,17.0,35.0,Korean Grand Prix,2010-10-24,189.0,5.0,2.0,Unitied Kingdom,South Korea,185286.34545454546,N/A,0.4
Jenson Button,18,1/19/1980,British,1980,354.0,11.0,5.0,5,5.0,10.0,71.0,71.0,3.0,5607396.0,01:13.9,209.819,1.0,Finished,2010,18.0,18.0,Brazilian Grand Prix,2010-11-07,199.0,5.0,2.0,Unitied Kingdom,Brazil,78977.40845070423,N/A,0.4
Jenson Button,18,1/19/1980,British,1980,355.0,4.0,3.0,3,3.0,15.0,55.0,48.0,2.0,5987884.0,01:41.6,196.725,1.0,Finished,2010,19.0,24.0,Abu Dhabi Grand Prix,2010-11-14,214.0,5.0,2.0,Unitied Kingdom,United Arab Emirates,108870.61818181818,N/A,0.4
Jenson Button,18,1/19/1980,British,1980,841.0,4.0,6.0,6,6.0,8.0,58.0,49.0,5.0,5424563.0,01:29.9,212.396,1.0,Finished,2011,1.0,1.0,Australian Grand Prix,2011-03-27,8.0,6.0,0.0,Unitied Kingdom,Australia,93526.94827586207,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,842.0,4.0,2.0,2,2.0,18.0,56.0,50.0,4.0,5863093.0,01:41.3,197.057,1.0,Finished,2011,2.0,2.0,Malaysian Grand Prix,2011-04-10,26.0,2.0,0.0,Unitied Kingdom,Malaysia,104698.08928571429,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,843.0,2.0,4.0,4,4.0,12.0,56.0,39.0,3.0,5828226.0,01:40.6,195.021,1.0,Finished,2011,3.0,17.0,Chinese Grand Prix,2011-04-17,38.0,3.0,0.0,Unitied Kingdom,China,104075.46428571429,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,844.0,6.0,6.0,6,6.0,8.0,58.0,47.0,13.0,5476989.0,01:31.2,210.786,1.0,Finished,2011,4.0,5.0,Turkish Grand Prix,2011-05-08,46.0,4.0,0.0,Unitied Kingdom,Turkey,94430.8448275862,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,845.0,5.0,3.0,3,3.0,15.0,66.0,63.0,7.0,5978998.0,01:27.5,191.48,1.0,Finished,2011,5.0,4.0,Spanish Grand Prix,2011-05-22,61.0,4.0,0.0,Unitied Kingdom,Spain,90590.87878787878,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,846.0,2.0,3.0,3,3.0,15.0,78.0,78.0,3.0,7780751.0,01:16.5,157.252,1.0,Finished,2011,6.0,6.0,Monaco Grand Prix,2011-05-29,76.0,4.0,0.0,Unitied Kingdom,Monaco,99753.21794871795,N/A,0.0
Jenson Button,18,1/19/1980,British,1980,847.0,7.0,1.0,1,1.0,25.0,70.0,69.0,1.0,14679537.0,01:17.0,204.007,1.0,Finished,2011,7.0,7.0,Canadian Grand Prix,2011-06-12,101.0,2.0,1.0,Unitied Kingdom,Canada,209707.67142857143,Jenson Button,0.5
Jenson Button,18,1/19/1980,British,1980,848.0,6.0,6.0,6,6.0,8.0,57.0,57.0,3.0,6036234.0,01:42.3,190.623,1.0,Finished,2011,8.0,12.0,European Grand Prix,2011-06-26,109.0,2.0,1.0,Unitied Kingdom,Europe,105898.84210526316,N/A,0.5
Jenson Button,18,1/19/1980,British,1980,851.0,3.0,1.0,1,1.0,25.0,70.0,58.0,6.0,6402337.0,01:23.9,187.898,1.0,Finished,2011,11.0,11.0,Hungarian Grand Prix,2011-07-31,134.0,5.0,2.0,Unitied Kingdom,Hungary,91461.95714285714,Jenson Button,0.4
Jenson Button,18,1/19/1980,British,1980,852.0,13.0,3.0,3,3.0,15.0,44.0,39.0,2.0,5214562.0,01:50.1,229.092,1.0,Finished,2011,12.0,13.0,Belgian Grand Prix,2011-08-28,149.0,4.0,2.0,Unitied Kingdom,Belgium,118512.77272727272,N/A,0.5
Jenson Button,18,1/19/1980,British,1980,853.0,3.0,2.0,2,2.0,18.0,53.0,52.0,2.0,4855762.0,01:26.2,241.915,1.0,Finished,2011,13.0,14.0,Italian Grand Prix,2011-09-11,167.0,3.0,2.0,Unitied Kingdom,Italy,91618.15094339622,N/A,0.6666666666666666
Jenson Button,18,1/19/1980,British,1980,854.0,3.0,2.0,2,2.0,18.0,61.0,54.0,1.0,7148494.0,01:48.5,168.392,1.0,Finished,2011,14.0,15.0,Singapore Grand Prix,2011-09-25,185.0,2.0,2.0,Unitied Kingdom,Singapore,117188.4262295082,N/A,1.0
Jenson Button,18,1/19/1980,British,1980,855.0,2.0,1.0,1,1.0,25.0,53.0,52.0,1.0,5453427.0,01:36.6,216.481,1.0,Finished,2011,15.0,22.0,Japanese Grand Prix,2011-10-09,210.0,2.0,3.0,Unitied Kingdom,Japan,102894.84905660378,Jenson Button,1.5
Jenson Button,18,1/19/1980,British,1980,856.0,3.0,4.0,4,4.0,12.0,55.0,55.0,7.0,5896688.0,01:40.7,200.716,1.0,Finished,2011,16.0,35.0,Korean Grand Prix,2011-10-16,222.0,2.0,3.0,Unitied Kingdom,South Korea,107212.5090909091,N/A,1.5
Jenson Button,18,1/19/1980,British,1980,857.0,4.0,2.0,2,2.0,18.0,60.0,60.0,4.0,5443435.0,01:28.0,209.737,1.0,Finished,2011,17.0,68.0,Indian Grand Prix,2011-10-30,240.0,2.0,3.0,Unitied Kingdom,India,90723.91666666667,N/A,1.5
Jenson Button,18,1/19/1980,British,1980,858.0,3.0,3.0,3,3.0,15.0,55.0,51.0,2.0,5857767.0,01:43.2,193.83,1.0,Finished,2011,18.0,24.0,Abu Dhabi Grand Prix,2011-11-13,255.0,2.0,3.0,Unitied Kingdom,United Arab Emirates,106504.85454545454,N/A,1.5
Jenson Button,18,1/19/1980,British,1980,859.0,3.0,3.0,3,3.0,15.0,71.0,63.0,2.0,5565102.0,01:15.6,205.244,1.0,Finished,2011,19.0,18.0,Brazilian Grand Prix,2011-11-27,270.0,2.0,3.0,Unitied Kingdom,Brazil,78381.71830985915,N/A,1.5
Jenson Button,18,1/19/1980,British,1980,860.0,2.0,1.0,1,1.0,25.0,58.0,56.0,1.0,5649565.0,01:29.2,214.053,1.0,Finished,2012,1.0,1.0,Australian Grand Prix,2012-03-18,25.0,1.0,1.0,Unitied Kingdom,Australia,97406.29310344828,Jenson Button,1.0
Jenson Button,18,1/19/1980,British,1980,861.0,2.0,14.0,14,14.0,0.0,56.0,50.0,14.0,9971531.0,01:42.1,195.443,1.0,Finished,2012,2.0,2.0,Malaysian Grand Prix,2012-03-25,25.0,3.0,1.0,Unitied Kingdom,Malaysia,178063.05357142858,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,862.0,5.0,2.0,2,2.0,18.0,56.0,56.0,3.0,5807555.0,01:40.4,195.411,1.0,Finished,2012,3.0,17.0,Chinese Grand Prix,2012-04-15,43.0,2.0,1.0,Unitied Kingdom,China,103706.33928571429,N/A,0.5
Jenson Button,18,1/19/1980,British,1980,864.0,10.0,9.0,9,9.0,2.0,66.0,41.0,14.0,6034391.0,01:28.6,189.09,1.0,Finished,2012,5.0,4.0,Spanish Grand Prix,2012-05-13,45.0,6.0,1.0,Unitied Kingdom,Spain,91430.16666666667,N/A,0.16666666666666666
Jenson Button,18,1/19/1980,British,1980,867.0,9.0,8.0,8,8.0,4.0,57.0,48.0,17.0,6281302.0,01:44.8,186.138,1.0,Finished,2012,8.0,12.0,European Grand Prix,2012-06-24,49.0,8.0,1.0,Unitied Kingdom,Europe,110198.28070175438,N/A,0.125
Jenson Button,18,1/19/1980,British,1980,868.0,16.0,10.0,10,10.0,1.0,52.0,52.0,14.0,5155732.0,01:36.1,220.714,1.0,Finished,2012,9.0,9.0,British Grand Prix,2012-07-08,50.0,8.0,1.0,Unitied Kingdom,United Kingdom,99148.69230769231,N/A,0.125
Jenson Button,18,1/19/1980,British,1980,869.0,6.0,2.0,2,2.0,18.0,67.0,67.0,8.0,5472811.0,01:19.5,207.205,1.0,Finished,2012,10.0,10.0,German Grand Prix,2012-07-22,68.0,7.0,1.0,Unitied Kingdom,Germany,81683.74626865672,N/A,0.14285714285714285
Jenson Button,18,1/19/1980,British,1980,870.0,4.0,6.0,6,6.0,8.0,69.0,58.0,10.0,6095746.0,01:25.8,183.751,1.0,Finished,2012,11.0,11.0,Hungarian Grand Prix,2012-07-29,76.0,7.0,1.0,Unitied Kingdom,Hungary,88344.14492753622,N/A,0.14285714285714285
Jenson Button,18,1/19/1980,British,1980,871.0,1.0,1.0,1,1.0,25.0,44.0,40.0,10.0,5348530.0,01:54.3,220.611,1.0,Finished,2012,12.0,13.0,Belgian Grand Prix,2012-09-02,101.0,6.0,2.0,Unitied Kingdom,Belgium,121557.5,Jenson Button,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,873.0,4.0,2.0,2,2.0,18.0,59.0,47.0,4.0,7235103.0,01:52.6,162.155,1.0,Finished,2012,14.0,15.0,Singapore Grand Prix,2012-09-23,119.0,6.0,2.0,Unitied Kingdom,Singapore,122628.86440677966,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,874.0,8.0,4.0,4,4.0,12.0,53.0,51.0,2.0,5361340.0,01:36.6,216.396,1.0,Finished,2012,15.0,22.0,Japanese Grand Prix,2012-10-07,131.0,6.0,2.0,Unitied Kingdom,Japan,101157.35849056604,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,876.0,4.0,5.0,5,5.0,10.0,60.0,60.0,1.0,5497010.0,01:28.2,209.176,1.0,Finished,2012,17.0,68.0,Indian Grand Prix,2012-10-28,141.0,6.0,2.0,Unitied Kingdom,India,91616.83333333333,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,877.0,5.0,4.0,4,4.0,12.0,55.0,50.0,4.0,6366454.0,01:44.5,191.273,1.0,Finished,2012,18.0,24.0,Abu Dhabi Grand Prix,2012-11-04,153.0,6.0,2.0,Unitied Kingdom,United Arab Emirates,115753.70909090909,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,878.0,12.0,5.0,5,5.0,10.0,56.0,54.0,6.0,5811701.0,01:40.2,198.17,1.0,Finished,2012,19.0,69.0,United States Grand Prix,2012-11-18,163.0,6.0,2.0,Unitied Kingdom,United States,103780.375,N/A,0.3333333333333333
Jenson Button,18,1/19/1980,British,1980,879.0,2.0,1.0,1,1.0,25.0,71.0,37.0,2.0,6322656.0,01:18.1,198.601,1.0,Finished,2012,20.0,18.0,Brazilian Grand Prix,2012-11-25,188.0,5.0,3.0,Unitied Kingdom,Brazil,89051.49295774648,Jenson Button,0.6
Jenson Button,18,1/19/1980,British,1980,880.0,10.0,9.0,9,9.0,2.0,58.0,41.0,7.0,5484855.0,01:30.2,211.654,1.0,Finished,2013,1.0,1.0,Australian Grand Prix,2013-03-17,2.0,9.0,0.0,Unitied Kingdom,Australia,94566.46551724138,N/A,0.0
